"","X","Y","SITE","SUBSITE","PLOT","YEAR","PlotN","SPP","max_heights_cm","SubsitePlotYearXY"
"847",7,5,"QHI","HE",5,2015,"HE5","Salix pulchra",35.7,"HE5201575"
"848",8,5,"QHI","HE",5,2015,"HE5","Salix pulchra",37.9,"HE5201585"
"849",9,5,"QHI","HE",5,2015,"HE5","Salix pulchra",38.7,"HE5201595"
"850",10,5,"QHI","HE",5,2015,"HE5","Salix pulchra",5.6,"HE52015105"
"851",5,6,"QHI","HE",5,2015,"HE5","Salix pulchra",37.5,"HE5201556"
"852",9,6,"QHI","HE",5,2015,"HE5","Salix pulchra",34,"HE5201596"
"853",5,7,"QHI","HE",5,2015,"HE5","Salix pulchra",2.9,"HE5201557"
"854",9,7,"QHI","HE",5,2015,"HE5","Salix pulchra",36.6,"HE5201597"
"855",10,7,"QHI","HE",5,2015,"HE5","Salix pulchra",38,"HE52015107"
"856",8,8,"QHI","HE",5,2015,"HE5","Salix pulchra",15.6,"HE5201588"
"857",1,10,"QHI","HE",5,2015,"HE5","Salix pulchra",38.3,"HE52015110"
"858",4,10,"QHI","HE",5,2015,"HE5","Salix pulchra",23.5,"HE52015410"
"859",1,1,"QHI","HE",5,2015,"HE5","Salix pulchra",38.4,"HE5201511"
"860",2,2,"QHI","HE",5,2015,"HE5","Salix pulchra",37.3,"HE5201522"
"861",10,4,"QHI","HE",5,2015,"HE5","Salix pulchra",31,"HE52015104"
"862",10,8,"QHI","HE",5,2015,"HE5","Salix pulchra",3.8,"HE52015108"
"863",2,10,"QHI","HE",5,2015,"HE5","Salix pulchra",39,"HE52015210"
"864",1,1,"QHI","HE",6,2015,"HE6","Salix pulchra",4.2,"HE6201511"
"865",4,1,"QHI","HE",6,2015,"HE6","Salix pulchra",8,"HE6201541"
"866",6,1,"QHI","HE",6,2015,"HE6","Salix pulchra",2.5,"HE6201561"
"867",7,1,"QHI","HE",6,2015,"HE6","Salix pulchra",38.6,"HE6201571"
"868",1,2,"QHI","HE",6,2015,"HE6","Salix pulchra",4.5,"HE6201512"
"869",2,2,"QHI","HE",6,2015,"HE6","Salix pulchra",5.2,"HE6201522"
"870",6,2,"QHI","HE",6,2015,"HE6","Salix pulchra",16.4,"HE6201562"
"871",9,2,"QHI","HE",6,2015,"HE6","Salix pulchra",11.6,"HE6201592"
"872",10,2,"QHI","HE",6,2015,"HE6","Salix pulchra",39,"HE62015102"
"873",2,3,"QHI","HE",6,2015,"HE6","Salix pulchra",8.3,"HE6201523"
"874",9,3,"QHI","HE",6,2015,"HE6","Salix pulchra",5.8,"HE6201593"
"875",5,4,"QHI","HE",6,2015,"HE6","Salix pulchra",8.5,"HE6201554"
"876",1,6,"QHI","HE",6,2015,"HE6","Salix pulchra",36.7,"HE6201516"
"877",2,6,"QHI","HE",6,2015,"HE6","Salix pulchra",36.9,"HE6201526"
"878",4,6,"QHI","HE",6,2015,"HE6","Salix pulchra",9,"HE6201546"
"879",5,6,"QHI","HE",6,2015,"HE6","Salix pulchra",37.7,"HE6201556"
"880",7,6,"QHI","HE",6,2015,"HE6","Salix pulchra",7.3,"HE6201576"
"881",1,7,"QHI","HE",6,2015,"HE6","Salix pulchra",12.2,"HE6201517"
"882",3,7,"QHI","HE",6,2015,"HE6","Salix pulchra",35.5,"HE6201537"
"883",6,7,"QHI","HE",6,2015,"HE6","Salix pulchra",15.1,"HE6201567"
"884",7,7,"QHI","HE",6,2015,"HE6","Salix pulchra",8.1,"HE6201577"
"885",9,7,"QHI","HE",6,2015,"HE6","Salix pulchra",6.8,"HE6201597"
"886",10,7,"QHI","HE",6,2015,"HE6","Salix pulchra",7.6,"HE62015107"
"887",1,8,"QHI","HE",6,2015,"HE6","Salix pulchra",4.5,"HE6201518"
"888",4,8,"QHI","HE",6,2015,"HE6","Salix pulchra",7.6,"HE6201548"
"889",5,8,"QHI","HE",6,2015,"HE6","Salix pulchra",11.8,"HE6201558"
"890",6,8,"QHI","HE",6,2015,"HE6","Salix pulchra",15.3,"HE6201568"
"891",8,8,"QHI","HE",6,2015,"HE6","Salix pulchra",38.6,"HE6201588"
"892",9,8,"QHI","HE",6,2015,"HE6","Salix pulchra",7.2,"HE6201598"
"893",3,9,"QHI","HE",6,2015,"HE6","Salix pulchra",17,"HE6201539"
"894",8,9,"QHI","HE",6,2015,"HE6","Salix pulchra",6.4,"HE6201589"
"895",6,10,"QHI","HE",6,2015,"HE6","Salix pulchra",6.9,"HE62015610"
"896",8,5,"QHI","HE",6,2015,"HE6","Salix pulchra",6.5,"HE6201585"
"897",4,7,"QHI","HE",6,2015,"HE6","Salix pulchra",36.7,"HE6201547"
"898",3,8,"QHI","HE",6,2015,"HE6","Salix pulchra",4.4,"HE6201538"
"899",9,9,"QHI","HE",6,2015,"HE6","Salix pulchra",37.9,"HE6201599"
"900",8,10,"QHI","HE",6,2015,"HE6","Salix pulchra",7.6,"HE62015810"
"901",2,1,"QHI","HE",1,2016,"HE1","Salix pulchra",16.7,"HE1201621"
"902",3,1,"QHI","HE",1,2016,"HE1","Salix pulchra",19.8,"HE1201631"
"903",7,1,"QHI","HE",1,2016,"HE1","Salix pulchra",18,"HE1201671"
"904",2,2,"QHI","HE",1,2016,"HE1","Salix pulchra",12,"HE1201622"
"905",3,2,"QHI","HE",1,2016,"HE1","Salix pulchra",13.8,"HE1201632"
"906",5,2,"QHI","HE",1,2016,"HE1","Salix pulchra",20.2,"HE1201652"
"907",7,2,"QHI","HE",1,2016,"HE1","Salix pulchra",5.2,"HE1201672"
"908",1,3,"QHI","HE",1,2016,"HE1","Salix pulchra",7.9,"HE1201613"
"909",2,3,"QHI","HE",1,2016,"HE1","Salix pulchra",7.5,"HE1201623"
"910",7,3,"QHI","HE",1,2016,"HE1","Salix pulchra",4.1,"HE1201673"
"911",6,4,"QHI","HE",1,2016,"HE1","Salix pulchra",38.6,"HE1201664"
"912",7,4,"QHI","HE",1,2016,"HE1","Salix pulchra",9.7,"HE1201674"
"913",8,4,"QHI","HE",1,2016,"HE1","Salix pulchra",37.2,"HE1201684"
"914",9,4,"QHI","HE",1,2016,"HE1","Salix pulchra",38.1,"HE1201694"
"915",1,5,"QHI","HE",1,2016,"HE1","Salix pulchra",33.7,"HE1201615"
"916",2,5,"QHI","HE",1,2016,"HE1","Salix pulchra",7.2,"HE1201625"
"917",5,5,"QHI","HE",1,2016,"HE1","Salix pulchra",15.1,"HE1201655"
"918",6,5,"QHI","HE",1,2016,"HE1","Salix pulchra",7.8,"HE1201665"
"919",7,5,"QHI","HE",1,2016,"HE1","Salix pulchra",8.6,"HE1201675"
"920",9,5,"QHI","HE",1,2016,"HE1","Salix pulchra",6.5,"HE1201695"
"921",1,6,"QHI","HE",1,2016,"HE1","Salix pulchra",8,"HE1201616"
"922",3,6,"QHI","HE",1,2016,"HE1","Salix pulchra",12.1,"HE1201636"
"923",4,6,"QHI","HE",1,2016,"HE1","Salix pulchra",8.9,"HE1201646"
"924",5,6,"QHI","HE",1,2016,"HE1","Salix pulchra",6.9,"HE1201656"
"925",7,6,"QHI","HE",1,2016,"HE1","Salix pulchra",14.4,"HE1201676"
"926",8,6,"QHI","HE",1,2016,"HE1","Salix pulchra",6.9,"HE1201686"
"927",2,7,"QHI","HE",1,2016,"HE1","Salix pulchra",14.8,"HE1201627"
"928",3,7,"QHI","HE",1,2016,"HE1","Salix pulchra",16.9,"HE1201637"
"929",4,7,"QHI","HE",1,2016,"HE1","Salix pulchra",17.2,"HE1201647"
"930",5,7,"QHI","HE",1,2016,"HE1","Salix pulchra",16.3,"HE1201657"
"931",6,7,"QHI","HE",1,2016,"HE1","Salix pulchra",15,"HE1201667"
"932",7,7,"QHI","HE",1,2016,"HE1","Salix pulchra",12.4,"HE1201677"
"933",8,7,"QHI","HE",1,2016,"HE1","Salix pulchra",6.8,"HE1201687"
"934",1,8,"QHI","HE",1,2016,"HE1","Salix pulchra",22.4,"HE1201618"
"935",3,8,"QHI","HE",1,2016,"HE1","Salix pulchra",21.1,"HE1201638"
"936",4,8,"QHI","HE",1,2016,"HE1","Salix pulchra",14.1,"HE1201648"
"937",1,9,"QHI","HE",1,2016,"HE1","Salix pulchra",10.1,"HE1201619"
"938",2,9,"QHI","HE",1,2016,"HE1","Salix pulchra",9.2,"HE1201629"
"939",3,9,"QHI","HE",1,2016,"HE1","Salix pulchra",9,"HE1201639"
"940",1,10,"QHI","HE",1,2016,"HE1","Salix pulchra",13.8,"HE12016110"
"941",3,10,"QHI","HE",1,2016,"HE1","Salix pulchra",9.9,"HE12016310"
"942",8,10,"QHI","HE",1,2016,"HE1","Salix pulchra",37.1,"HE12016810"
"943",8,1,"QHI","HE",1,2016,"HE1","Salix pulchra",37.2,"HE1201681"
"944",4,1,"QHI","HE",2,2016,"HE2","Salix pulchra",3,"HE2201641"
"945",5,1,"QHI","HE",2,2016,"HE2","Salix pulchra",10.8,"HE2201651"
"946",6,1,"QHI","HE",2,2016,"HE2","Salix pulchra",37,"HE2201661"
"947",7,1,"QHI","HE",2,2016,"HE2","Salix pulchra",26.6,"HE2201671"
"948",8,1,"QHI","HE",2,2016,"HE2","Salix pulchra",38.8,"HE2201681"
"949",9,1,"QHI","HE",2,2016,"HE2","Salix pulchra",36.4,"HE2201691"
"950",2,2,"QHI","HE",2,2016,"HE2","Salix pulchra",24.1,"HE2201622"
"951",5,2,"QHI","HE",2,2016,"HE2","Salix pulchra",36.9,"HE2201652"
"952",8,3,"QHI","HE",2,2016,"HE2","Salix pulchra",38.8,"HE2201683"
"953",9,3,"QHI","HE",2,2016,"HE2","Salix pulchra",5.8,"HE2201693"
"954",10,3,"QHI","HE",2,2016,"HE2","Salix pulchra",22.8,"HE22016103"
"955",7,4,"QHI","HE",2,2016,"HE2","Salix pulchra",37.2,"HE2201674"
"956",8,4,"QHI","HE",2,2016,"HE2","Salix pulchra",39.3,"HE2201684"
"957",9,4,"QHI","HE",2,2016,"HE2","Salix pulchra",36.9,"HE2201694"
"958",10,4,"QHI","HE",2,2016,"HE2","Salix pulchra",36.9,"HE22016104"
"959",7,5,"QHI","HE",2,2016,"HE2","Salix pulchra",19.1,"HE2201675"
"960",8,5,"QHI","HE",2,2016,"HE2","Salix pulchra",38,"HE2201685"
"961",9,5,"QHI","HE",2,2016,"HE2","Salix pulchra",18.7,"HE2201695"
"962",1,6,"QHI","HE",2,2016,"HE2","Salix pulchra",36.8,"HE2201616"
"963",6,6,"QHI","HE",2,2016,"HE2","Salix pulchra",15.1,"HE2201666"
"964",8,6,"QHI","HE",2,2016,"HE2","Salix pulchra",38.4,"HE2201686"
"965",10,6,"QHI","HE",2,2016,"HE2","Salix pulchra",4.3,"HE22016106"
"966",1,8,"QHI","HE",2,2016,"HE2","Salix pulchra",8.5,"HE2201618"
"967",2,8,"QHI","HE",2,2016,"HE2","Salix pulchra",10.9,"HE2201628"
"968",8,8,"QHI","HE",2,2016,"HE2","Salix pulchra",17.7,"HE2201688"
"969",1,9,"QHI","HE",2,2016,"HE2","Salix pulchra",4.7,"HE2201619"
"970",6,9,"QHI","HE",2,2016,"HE2","Salix pulchra",38.5,"HE2201669"
"971",8,9,"QHI","HE",2,2016,"HE2","Salix pulchra",18.7,"HE2201689"
"972",9,9,"QHI","HE",2,2016,"HE2","Salix pulchra",16.1,"HE2201699"
"973",10,9,"QHI","HE",2,2016,"HE2","Salix pulchra",17.7,"HE22016109"
"974",1,10,"QHI","HE",2,2016,"HE2","Salix pulchra",3,"HE22016110"
"975",3,10,"QHI","HE",2,2016,"HE2","Salix pulchra",7.1,"HE22016310"
"976",4,10,"QHI","HE",2,2016,"HE2","Salix pulchra",8.6,"HE22016410"
"977",5,10,"QHI","HE",2,2016,"HE2","Salix pulchra",34.3,"HE22016510"
"978",6,10,"QHI","HE",2,2016,"HE2","Salix pulchra",6.2,"HE22016610"
"979",10,10,"QHI","HE",2,2016,"HE2","Salix pulchra",14.8,"HE220161010"
"980",10,1,"QHI","HE",2,2016,"HE2","Salix pulchra",35.9,"HE22016101"
"981",5,3,"QHI","HE",2,2016,"HE2","Salix pulchra",9.3,"HE2201653"
"982",10,5,"QHI","HE",2,2016,"HE2","Salix pulchra",11.8,"HE22016105"
"983",9,6,"QHI","HE",2,2016,"HE2","Salix pulchra",20.2,"HE2201696"
"984",5,8,"QHI","HE",2,2016,"HE2","Salix pulchra",14.2,"HE2201658"
"985",9,8,"QHI","HE",2,2016,"HE2","Salix pulchra",39.3,"HE2201698"
"986",2,1,"QHI","HE",3,2016,"HE3","Salix pulchra",14,"HE3201621"
"987",9,1,"QHI","HE",3,2016,"HE3","Salix pulchra",39,"HE3201691"
"988",1,2,"QHI","HE",3,2016,"HE3","Salix pulchra",11.7,"HE3201612"
"989",2,3,"QHI","HE",3,2016,"HE3","Salix pulchra",6.4,"HE3201623"
"990",3,3,"QHI","HE",3,2016,"HE3","Salix pulchra",17.3,"HE3201633"
"991",1,5,"QHI","HE",3,2016,"HE3","Salix pulchra",11.5,"HE3201615"
"992",4,5,"QHI","HE",3,2016,"HE3","Salix pulchra",9.5,"HE3201645"
"993",5,6,"QHI","HE",3,2016,"HE3","Salix pulchra",11.6,"HE3201656"
"994",9,6,"QHI","HE",3,2016,"HE3","Salix pulchra",9.5,"HE3201696"
"995",10,6,"QHI","HE",3,2016,"HE3","Salix pulchra",18.1,"HE32016106"
"996",2,7,"QHI","HE",3,2016,"HE3","Salix pulchra",38,"HE3201627"
"997",3,7,"QHI","HE",3,2016,"HE3","Salix pulchra",36.5,"HE3201637"
"998",1,8,"QHI","HE",3,2016,"HE3","Salix pulchra",8.8,"HE3201618"
"999",2,8,"QHI","HE",3,2016,"HE3","Salix pulchra",35.5,"HE3201628"
"1000",4,8,"QHI","HE",3,2016,"HE3","Salix pulchra",15.6,"HE3201648"
"1001",1,9,"QHI","HE",3,2016,"HE3","Salix pulchra",37.2,"HE3201619"
"1002",3,9,"QHI","HE",3,2016,"HE3","Salix pulchra",35.8,"HE3201639"
"1003",4,9,"QHI","HE",3,2016,"HE3","Salix pulchra",21.9,"HE3201649"
"1004",1,10,"QHI","HE",3,2016,"HE3","Salix pulchra",36.5,"HE32016110"
"1005",2,10,"QHI","HE",3,2016,"HE3","Salix pulchra",35.9,"HE32016210"
"1006",4,10,"QHI","HE",3,2016,"HE3","Salix pulchra",34.1,"HE32016410"
"1007",3,1,"QHI","HE",3,2016,"HE3","Salix pulchra",36.2,"HE3201631"
"1008",2,4,"QHI","HE",3,2016,"HE3","Salix pulchra",37.6,"HE3201624"
"1009",5,1,"QHI","HE",4,2016,"HE4","Salix pulchra",36.9,"HE4201651"
"1010",6,1,"QHI","HE",4,2016,"HE4","Salix pulchra",31.1,"HE4201661"
"1011",8,1,"QHI","HE",4,2016,"HE4","Salix pulchra",37.5,"HE4201681"
"1012",2,2,"QHI","HE",4,2016,"HE4","Salix pulchra",3.9,"HE4201622"
"1013",5,2,"QHI","HE",4,2016,"HE4","Salix pulchra",34.2,"HE4201652"
"1014",8,2,"QHI","HE",4,2016,"HE4","Salix pulchra",38.7,"HE4201682"
"1015",9,2,"QHI","HE",4,2016,"HE4","Salix pulchra",8.1,"HE4201692"
"1016",10,2,"QHI","HE",4,2016,"HE4","Salix pulchra",37.4,"HE42016102"
"1017",3,3,"QHI","HE",4,2016,"HE4","Salix pulchra",38.1,"HE4201633"
"1018",4,3,"QHI","HE",4,2016,"HE4","Salix pulchra",39,"HE4201643"
"1019",7,3,"QHI","HE",4,2016,"HE4","Salix pulchra",37.3,"HE4201673"
"1020",8,3,"QHI","HE",4,2016,"HE4","Salix pulchra",34.9,"HE4201683"
"1021",1,4,"QHI","HE",4,2016,"HE4","Salix pulchra",34.4,"HE4201614"
"1022",4,4,"QHI","HE",4,2016,"HE4","Salix pulchra",8.9,"HE4201644"
"1023",9,4,"QHI","HE",4,2016,"HE4","Salix pulchra",38.3,"HE4201694"
"1024",1,5,"QHI","HE",4,2016,"HE4","Salix pulchra",38.5,"HE4201615"
"1025",4,5,"QHI","HE",4,2016,"HE4","Salix pulchra",8.6,"HE4201645"
"1026",6,5,"QHI","HE",4,2016,"HE4","Salix pulchra",30.9,"HE4201665"
"1027",7,5,"QHI","HE",4,2016,"HE4","Salix pulchra",36.8,"HE4201675"
"1028",9,5,"QHI","HE",4,2016,"HE4","Salix pulchra",34.1,"HE4201695"
"1029",3,6,"QHI","HE",4,2016,"HE4","Salix pulchra",34.4,"HE4201636"
"1030",5,6,"QHI","HE",4,2016,"HE4","Salix pulchra",38.3,"HE4201656"
"1031",8,6,"QHI","HE",4,2016,"HE4","Salix pulchra",34,"HE4201686"
"1032",10,6,"QHI","HE",4,2016,"HE4","Salix pulchra",30.8,"HE42016106"
"1033",3,7,"QHI","HE",4,2016,"HE4","Salix pulchra",38.9,"HE4201637"
"1034",4,7,"QHI","HE",4,2016,"HE4","Salix pulchra",4.9,"HE4201647"
"1035",5,7,"QHI","HE",4,2016,"HE4","Salix pulchra",38.8,"HE4201657"
"1036",7,7,"QHI","HE",4,2016,"HE4","Salix pulchra",35.9,"HE4201677"
"1037",10,7,"QHI","HE",4,2016,"HE4","Salix pulchra",34.2,"HE42016107"
"1038",6,8,"QHI","HE",4,2016,"HE4","Salix pulchra",36.9,"HE4201668"
"1039",8,8,"QHI","HE",4,2016,"HE4","Salix pulchra",5.5,"HE4201688"
"1040",10,8,"QHI","HE",4,2016,"HE4","Salix pulchra",11.6,"HE42016108"
"1041",3,9,"QHI","HE",4,2016,"HE4","Salix pulchra",37.4,"HE4201639"
"1042",7,9,"QHI","HE",4,2016,"HE4","Salix pulchra",8.7,"HE4201679"
"1043",10,9,"QHI","HE",4,2016,"HE4","Salix pulchra",34.5,"HE42016109"
"1044",1,10,"QHI","HE",4,2016,"HE4","Salix pulchra",35.7,"HE42016110"
"1045",6,10,"QHI","HE",4,2016,"HE4","Salix pulchra",8,"HE42016610"
"1046",7,10,"QHI","HE",4,2016,"HE4","Salix pulchra",9.5,"HE42016710"
"1047",8,10,"QHI","HE",4,2016,"HE4","Salix pulchra",37.6,"HE42016810"
"1048",9,10,"QHI","HE",4,2016,"HE4","Salix pulchra",36.8,"HE42016910"
"1049",10,10,"QHI","HE",4,2016,"HE4","Salix pulchra",34.5,"HE420161010"
"1050",9,1,"QHI","HE",4,2016,"HE4","Salix pulchra",34.1,"HE4201691"
"1051",10,1,"QHI","HE",4,2016,"HE4","Salix pulchra",22.4,"HE42016101"
"1052",2,3,"QHI","HE",4,2016,"HE4","Salix pulchra",34.9,"HE4201623"
"1053",1,7,"QHI","HE",4,2016,"HE4","Salix pulchra",39.2,"HE4201617"
"1054",2,7,"QHI","HE",4,2016,"HE4","Salix pulchra",31.2,"HE4201627"
"1055",9,7,"QHI","HE",4,2016,"HE4","Salix pulchra",4.5,"HE4201697"
"1056",9,8,"QHI","HE",4,2016,"HE4","Salix pulchra",34.5,"HE4201698"
"1057",9,9,"QHI","HE",4,2016,"HE4","Salix pulchra",35.8,"HE4201699"
"1058",1,1,"QHI","HE",5,2016,"HE5","Salix pulchra",38.4,"HE5201611"
"1059",7,1,"QHI","HE",5,2016,"HE5","Salix pulchra",36.4,"HE5201671"
"1060",9,1,"QHI","HE",5,2016,"HE5","Salix pulchra",24.2,"HE5201691"
"1061",2,2,"QHI","HE",5,2016,"HE5","Salix pulchra",36.8,"HE5201622"
"1062",8,2,"QHI","HE",5,2016,"HE5","Salix pulchra",35.8,"HE5201682"
"1063",10,2,"QHI","HE",5,2016,"HE5","Salix pulchra",27.7,"HE52016102"
"1064",7,3,"QHI","HE",5,2016,"HE5","Salix pulchra",8.7,"HE5201673"
"1065",8,3,"QHI","HE",5,2016,"HE5","Salix pulchra",37.4,"HE5201683"
"1066",10,3,"QHI","HE",5,2016,"HE5","Salix pulchra",7.9,"HE52016103"
"1067",1,4,"QHI","HE",5,2016,"HE5","Salix pulchra",35.7,"HE5201614"
"1068",2,4,"QHI","HE",5,2016,"HE5","Salix pulchra",34.6,"HE5201624"
"1069",3,4,"QHI","HE",5,2016,"HE5","Salix pulchra",6.4,"HE5201634"
"1070",6,4,"QHI","HE",5,2016,"HE5","Salix pulchra",4,"HE5201664"
"1071",7,4,"QHI","HE",5,2016,"HE5","Salix pulchra",37.6,"HE5201674"
"1072",8,4,"QHI","HE",5,2016,"HE5","Salix pulchra",19.1,"HE5201684"
"1073",10,4,"QHI","HE",5,2016,"HE5","Salix pulchra",23.4,"HE52016104"
"1074",1,5,"QHI","HE",5,2016,"HE5","Salix pulchra",7.1,"HE5201615"
"1075",2,5,"QHI","HE",5,2016,"HE5","Salix pulchra",30.4,"HE5201625"
"1076",3,5,"QHI","HE",5,2016,"HE5","Salix pulchra",36.9,"HE5201635"
"1077",6,5,"QHI","HE",5,2016,"HE5","Salix pulchra",7.9,"HE5201665"
"1078",1,6,"QHI","HE",5,2016,"HE5","Salix pulchra",36.8,"HE5201616"
"1079",3,6,"QHI","HE",5,2016,"HE5","Salix pulchra",36.9,"HE5201636"
"1080",5,6,"QHI","HE",5,2016,"HE5","Salix pulchra",30.7,"HE5201656"
"1081",1,7,"QHI","HE",5,2016,"HE5","Salix pulchra",34.2,"HE5201617"
"1082",2,7,"QHI","HE",5,2016,"HE5","Salix pulchra",37.4,"HE5201627"
"1083",6,7,"QHI","HE",5,2016,"HE5","Salix pulchra",30.3,"HE5201667"
"1084",1,8,"QHI","HE",5,2016,"HE5","Salix pulchra",35.4,"HE5201618"
"1085",3,8,"QHI","HE",5,2016,"HE5","Salix pulchra",30.8,"HE5201638"
"1086",8,8,"QHI","HE",5,2016,"HE5","Salix pulchra",34,"HE5201688"
"1087",8,9,"QHI","HE",5,2016,"HE5","Salix pulchra",4.3,"HE5201689"
"1088",4,10,"QHI","HE",5,2016,"HE5","Salix pulchra",34,"HE52016410"
"1089",7,10,"QHI","HE",5,2016,"HE5","Salix pulchra",36.9,"HE52016710"
"1090",8,10,"QHI","HE",5,2016,"HE5","Salix pulchra",4.9,"HE52016810"
"1091",4,1,"QHI","HE",5,2016,"HE5","Salix pulchra",30.9,"HE5201641"
"1092",2,6,"QHI","HE",5,2016,"HE5","Salix pulchra",30.9,"HE5201626"
"1093",4,1,"QHI","HE",6,2016,"HE6","Salix pulchra",20.4,"HE6201641"
"1094",5,1,"QHI","HE",6,2016,"HE6","Salix pulchra",38.3,"HE6201651"
"1095",6,1,"QHI","HE",6,2016,"HE6","Salix pulchra",10.4,"HE6201661"
"1096",8,1,"QHI","HE",6,2016,"HE6","Salix pulchra",14.8,"HE6201681"
"1097",10,1,"QHI","HE",6,2016,"HE6","Salix pulchra",3.7,"HE62016101"
"1098",2,2,"QHI","HE",6,2016,"HE6","Salix pulchra",6.4,"HE6201622"
"1099",3,2,"QHI","HE",6,2016,"HE6","Salix pulchra",7.4,"HE6201632"
"1100",4,2,"QHI","HE",6,2016,"HE6","Salix pulchra",8.5,"HE6201642"
"1101",5,2,"QHI","HE",6,2016,"HE6","Salix pulchra",5.5,"HE6201652"
"1102",6,2,"QHI","HE",6,2016,"HE6","Salix pulchra",15.7,"HE6201662"
"1103",7,2,"QHI","HE",6,2016,"HE6","Salix pulchra",19.5,"HE6201672"
"1104",10,2,"QHI","HE",6,2016,"HE6","Salix pulchra",13.9,"HE62016102"
"1105",9,3,"QHI","HE",6,2016,"HE6","Salix pulchra",13.8,"HE6201693"
"1106",6,4,"QHI","HE",6,2016,"HE6","Salix pulchra",11.5,"HE6201664"
"1107",7,4,"QHI","HE",6,2016,"HE6","Salix pulchra",37.1,"HE6201674"
"1108",9,4,"QHI","HE",6,2016,"HE6","Salix pulchra",25.5,"HE6201694"
"1109",8,5,"QHI","HE",6,2016,"HE6","Salix pulchra",8.3,"HE6201685"
"1110",4,6,"QHI","HE",6,2016,"HE6","Salix pulchra",10.7,"HE6201646"
"1111",6,6,"QHI","HE",6,2016,"HE6","Salix pulchra",5.1,"HE6201666"
"1112",7,6,"QHI","HE",6,2016,"HE6","Salix pulchra",3,"HE6201676"
"1113",10,6,"QHI","HE",6,2016,"HE6","Salix pulchra",7.1,"HE62016106"
"1114",1,7,"QHI","HE",6,2016,"HE6","Salix pulchra",10.4,"HE6201617"
"1115",3,7,"QHI","HE",6,2016,"HE6","Salix pulchra",35.8,"HE6201637"
"1116",4,7,"QHI","HE",6,2016,"HE6","Salix pulchra",16.6,"HE6201647"
"1117",5,7,"QHI","HE",6,2016,"HE6","Salix pulchra",23.1,"HE6201657"
"1118",7,7,"QHI","HE",6,2016,"HE6","Salix pulchra",21.2,"HE6201677"
"1119",10,7,"QHI","HE",6,2016,"HE6","Salix pulchra",8.5,"HE62016107"
"1120",2,8,"QHI","HE",6,2016,"HE6","Salix pulchra",10.6,"HE6201628"
"1121",3,8,"QHI","HE",6,2016,"HE6","Salix pulchra",10.9,"HE6201638"
"1122",4,8,"QHI","HE",6,2016,"HE6","Salix pulchra",19.5,"HE6201648"
"1123",5,8,"QHI","HE",6,2016,"HE6","Salix pulchra",28.8,"HE6201658"
"1124",6,8,"QHI","HE",6,2016,"HE6","Salix pulchra",22.8,"HE6201668"
"1125",7,8,"QHI","HE",6,2016,"HE6","Salix pulchra",10.9,"HE6201678"
"1126",8,8,"QHI","HE",6,2016,"HE6","Salix pulchra",18.7,"HE6201688"
"1127",2,9,"QHI","HE",6,2016,"HE6","Salix pulchra",15,"HE6201629"
"1128",4,9,"QHI","HE",6,2016,"HE6","Salix pulchra",18.6,"HE6201649"
"1129",5,9,"QHI","HE",6,2016,"HE6","Salix pulchra",16,"HE6201659"
"1130",8,9,"QHI","HE",6,2016,"HE6","Salix pulchra",19.9,"HE6201689"
"1131",10,9,"QHI","HE",6,2016,"HE6","Salix pulchra",8.9,"HE62016109"
"1132",3,10,"QHI","HE",6,2016,"HE6","Salix pulchra",11.8,"HE62016310"
"1133",9,10,"QHI","HE",6,2016,"HE6","Salix pulchra",9.9,"HE62016910"
"1134",10,10,"QHI","HE",6,2016,"HE6","Salix pulchra",19.3,"HE620161010"
"1135",4,5,"QHI","HE",6,2016,"HE6","Salix pulchra",7.1,"HE6201645"
"1136",3,9,"QHI","HE",6,2016,"HE6","Salix pulchra",18.6,"HE6201639"
"1137",6,9,"QHI","HE",6,2016,"HE6","Salix pulchra",37.5,"HE6201669"
"1138",9,9,"QHI","HE",6,2016,"HE6","Salix pulchra",21.7,"HE6201699"
"1139",4,10,"QHI","HE",6,2016,"HE6","Salix pulchra",8.2,"HE62016410"
"1140",7,4,"QHI","HE",1,2017,"HE1","Salix pulchra",7.3,"HE1201774"
"1141",4,1,"QHI","HE",1,2017,"HE1","Salix pulchra",34.5,"HE1201741"
"1142",7,1,"QHI","HE",1,2017,"HE1","Salix pulchra",37.4,"HE1201771"
"1143",8,1,"QHI","HE",1,2017,"HE1","Salix pulchra",37.9,"HE1201781"
"1144",9,1,"QHI","HE",1,2017,"HE1","Salix pulchra",19.4,"HE1201791"
"1145",10,1,"QHI","HE",1,2017,"HE1","Salix pulchra",17.4,"HE12017101"
"1146",9,2,"QHI","HE",1,2017,"HE1","Salix pulchra",10.2,"HE1201792"
"1147",10,2,"QHI","HE",1,2017,"HE1","Salix pulchra",14.3,"HE12017102"
"1148",3,3,"QHI","HE",1,2017,"HE1","Salix pulchra",34.4,"HE1201733"
"1149",1,4,"QHI","HE",1,2017,"HE1","Salix pulchra",10.5,"HE1201714"
"1150",2,4,"QHI","HE",1,2017,"HE1","Salix pulchra",35.8,"HE1201724"
"1151",3,4,"QHI","HE",1,2017,"HE1","Salix pulchra",38,"HE1201734"
"1152",4,4,"QHI","HE",1,2017,"HE1","Salix pulchra",39.3,"HE1201744"
"1153",10,4,"QHI","HE",1,2017,"HE1","Salix pulchra",4.8,"HE12017104"
